,dataset,missing_rate,accuracy,recall,precision
0,wiscosin,10,0.9473,0.9063,0.951
1,wiscosin,20,0.9368,0.8874,0.9406
2,wiscosin,40,0.9157,0.8209,0.9481
3,wiscosin,60,0.8823,0.7839,0.8891
4,pima_diabetes,10,0.7383,0.4776,0.6804
5,pima_diabetes,20,0.7265,0.4549,0.6565
6,pima_diabetes,40,0.724,0.3805,0.6871
7,pima_diabetes,60,0.681,0.3437,0.58
8,bc_coimbra,10,0.6551,0.5945,0.6914
9,bc_coimbra,20,0.6551,0.5182,0.6657
10,bc_coimbra,40,0.5938,0.3636,0.6867
11,bc_coimbra,60,0.517,0.2836,0.355
12,indian_liver,10,0.6927,0.8674,0.7449
13,indian_liver,20,0.7012,0.889,0.7432
14,indian_liver,40,0.6805,0.906,0.7207
15,indian_liver,60,0.7046,0.9275,0.732
16,parkinsons,10,0.7846,0.9255,0.8257
17,parkinsons,20,0.7641,0.9251,0.7992
18,parkinsons,40,0.7436,0.897,0.8052
19,parkinsons,60,0.7897,0.9662,0.8059
20,mammographic_masses,10,0.7771,0.8386,0.74
21,mammographic_masses,20,0.7723,0.8633,0.7243
22,mammographic_masses,40,0.7277,0.866,0.6742
23,mammographic_masses,60,0.6482,0.6169,0.694
24,hcv_egyptian,10,0.2419,0.2419,0.2419
25,hcv_egyptian,20,0.2498,0.2498,0.2498
26,hcv_egyptian,40,0.257,0.257,0.257
27,hcv_egyptian,60,0.2498,0.2498,0.2498
28,thoracic_surgey,10,0.8468,0.0,0.0
29,thoracic_surgey,20,0.8447,0.0143,0.05
30,thoracic_surgey,40,0.8489,0.0286,0.1333
31,thoracic_surgey,60,0.8489,0.0,0.0
