,dataset,missing_rate,accuracy,recall,precision
0,wiscosin,10,0.9156,0.8115,0.9565
1,wiscosin,20,0.9209,0.8115,0.9722
2,wiscosin,40,0.8489,0.6224,0.963
3,wiscosin,60,0.8226,0.5435,0.9663
4,pima_diabetes,10,0.7409,0.4966,0.677
5,pima_diabetes,20,0.7202,0.4261,0.6529
6,pima_diabetes,40,0.7279,0.388,0.707
7,pima_diabetes,60,0.6707,0.2922,0.5338
8,bc_coimbra,10,0.6906,0.6164,0.728
9,bc_coimbra,20,0.621,0.4818,0.6133
10,bc_coimbra,40,0.6123,0.4473,0.62
11,bc_coimbra,60,0.5938,0.4109,0.6767
12,indian_liver,10,0.7185,0.8963,0.7578
13,indian_liver,20,0.7064,0.9132,0.7392
14,indian_liver,40,0.7202,0.947,0.7381
15,indian_liver,60,0.7047,0.9662,0.7181
16,parkinsons,10,0.7795,0.9251,0.8207
17,parkinsons,20,0.7846,0.9386,0.8131
18,parkinsons,40,0.7231,0.8986,0.7755
19,parkinsons,60,0.8,0.9317,0.8398
20,mammographic_masses,10,0.7831,0.8634,0.7357
21,mammographic_masses,20,0.7578,0.8807,0.6989
22,mammographic_masses,40,0.7096,0.7647,0.6924
23,mammographic_masses,60,0.6843,0.6945,0.685
24,hcv_egyptian,10,0.2368,0.2368,0.2368
25,hcv_egyptian,20,0.2347,0.2347,0.2347
26,hcv_egyptian,40,0.2599,0.2599,0.2599
27,hcv_egyptian,60,0.2542,0.2542,0.2542
28,thoracic_surgey,10,0.8468,0.0,0.0
29,thoracic_surgey,20,0.8489,0.0,0.0
30,thoracic_surgey,40,0.8489,0.0143,0.2
31,thoracic_surgey,60,0.8319,0.0714,0.0949
