,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr2,wiscosin,10,0.1221,0.0086
1,lpr2,wiscosin,20,0.1174,0.0076
2,lpr2,wiscosin,40,0.1165,0.0077
3,lpr2,wiscosin,60,0.1173,0.007
4,lpr2,pima_diabetes,10,0.1787,0.0229
5,lpr2,pima_diabetes,20,0.1669,0.016
6,lpr2,pima_diabetes,40,0.1653,0.0135
7,lpr2,pima_diabetes,60,0.1681,0.0115
8,lpr2,bc_coimbra,10,0.1696,0.0285
9,lpr2,bc_coimbra,20,0.1896,0.0487
10,lpr2,bc_coimbra,40,0.185,0.0244
11,lpr2,bc_coimbra,60,0.2063,0.0301
12,lpr2,indian_liver,10,0.1814,0.0124
13,lpr2,indian_liver,20,0.1727,0.0073
14,lpr2,indian_liver,40,0.1688,0.0041
15,lpr2,indian_liver,60,0.1539,0.0082
16,lpr2,parkinsons,10,0.1471,0.0241
17,lpr2,parkinsons,20,0.1541,0.0204
18,lpr2,parkinsons,40,0.1632,0.0194
19,lpr2,parkinsons,60,0.1674,0.0192
20,lpr2,mammographic_masses,10,0.1964,0.0156
21,lpr2,mammographic_masses,20,0.192,0.0071
22,lpr2,mammographic_masses,40,0.2087,0.0128
23,lpr2,mammographic_masses,60,0.2298,0.0089
24,lpr2,hcv_egyptian,10,0.3985,0.0059
25,lpr2,hcv_egyptian,20,0.4078,0.0044
26,lpr2,hcv_egyptian,40,0.4183,0.0033
27,lpr2,hcv_egyptian,60,0.4269,0.0032
28,lpr2,thoracic_surgey,10,0.1816,0.0095
29,lpr2,thoracic_surgey,20,0.1781,0.0075
30,lpr2,thoracic_surgey,40,0.1747,0.0054
31,lpr2,thoracic_surgey,60,0.1742,0.0125
