,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr2,wiscosin,10,0.0866,0.0045
1,lpr2,wiscosin,20,0.0803,0.0045
2,lpr2,wiscosin,40,0.0839,0.006
3,lpr2,wiscosin,60,0.1023,0.0063
4,lpr2,pima_diabetes,10,0.1118,0.009
5,lpr2,pima_diabetes,20,0.1174,0.0066
6,lpr2,pima_diabetes,40,0.1216,0.0104
7,lpr2,pima_diabetes,60,0.1478,0.0325
8,lpr2,bc_coimbra,10,0.1425,0.0334
9,lpr2,bc_coimbra,20,0.1627,0.046
10,lpr2,bc_coimbra,40,0.1496,0.025
11,lpr2,bc_coimbra,60,0.1706,0.0139
12,lpr2,indian_liver,10,0.1197,0.0186
13,lpr2,indian_liver,20,0.1067,0.0251
14,lpr2,indian_liver,40,0.1124,0.0217
15,lpr2,indian_liver,60,0.1222,0.0196
16,lpr2,parkinsons,10,0.1187,0.0177
17,lpr2,parkinsons,20,0.1241,0.0221
18,lpr2,parkinsons,40,0.1274,0.0232
19,lpr2,parkinsons,60,0.1643,0.0368
20,lpr2,mammographic_masses,10,0.2063,0.0394
21,lpr2,mammographic_masses,20,0.2183,0.0166
22,lpr2,mammographic_masses,40,0.2141,0.0204
23,lpr2,mammographic_masses,60,0.2192,0.0226
24,lpr2,hcv_egyptian,10,0.3193,0.0068
25,lpr2,hcv_egyptian,20,0.3205,0.0065
26,lpr2,hcv_egyptian,40,0.3188,0.0086
27,lpr2,hcv_egyptian,60,0.3153,0.0052
28,lpr2,thoracic_surgey,10,0.1347,0.0295
29,lpr2,thoracic_surgey,20,0.1429,0.0223
30,lpr2,thoracic_surgey,40,0.1403,0.0136
31,lpr2,thoracic_surgey,60,0.1392,0.0047
