,dataset,missing_rate,accuracy,recall,precision
0,wiscosin,10,0.9526,0.9203,0.9527
1,wiscosin,20,0.949,0.9156,0.9473
2,wiscosin,40,0.9438,0.8825,0.9643
3,wiscosin,60,0.935,0.8543,0.9677
4,pima_diabetes,10,0.7553,0.5562,0.6895
5,pima_diabetes,20,0.7149,0.4516,0.6315
6,pima_diabetes,40,0.698,0.3994,0.5941
7,pima_diabetes,60,0.6733,0.4075,0.5307
8,bc_coimbra,10,0.7409,0.6891,0.7451
9,bc_coimbra,20,0.6804,0.5873,0.704
10,bc_coimbra,40,0.5703,0.3873,0.6494
11,bc_coimbra,60,0.604,0.4618,0.5173
12,indian_liver,10,0.7012,0.8384,0.768
13,indian_liver,20,0.6857,0.8504,0.7474
14,indian_liver,40,0.684,0.8891,0.7296
15,indian_liver,60,0.6961,0.9422,0.7201
16,parkinsons,10,0.7744,0.9046,0.8276
17,parkinsons,20,0.8103,0.9182,0.8603
18,parkinsons,40,0.7795,0.9662,0.7923
19,parkinsons,60,0.7692,0.9657,0.7817
20,mammographic_masses,10,0.8,0.8485,0.7664
21,mammographic_masses,20,0.7831,0.8585,0.7389
22,mammographic_masses,40,0.7952,0.8784,0.7471
23,mammographic_masses,60,0.7723,0.8187,0.7453
24,hcv_egyptian,10,0.2455,0.2455,0.2455
25,hcv_egyptian,20,0.2549,0.2549,0.2549
26,hcv_egyptian,40,0.2325,0.2325,0.2325
27,hcv_egyptian,60,0.2404,0.2404,0.2404
28,thoracic_surgey,10,0.8468,0.0,0.0
29,thoracic_surgey,20,0.8404,0.0286,0.0571
30,thoracic_surgey,40,0.8447,0.0,0.0
31,thoracic_surgey,60,0.834,0.0143,0.0333
