,dataset,missing_rate,accuracy,recall,precision
0,wiscosin,10,0.9526,0.9203,0.9527
1,wiscosin,20,0.9508,0.9204,0.9476
2,wiscosin,40,0.9456,0.8873,0.9645
3,wiscosin,60,0.9315,0.8449,0.9676
4,pima_diabetes,10,0.7514,0.5563,0.6809
5,pima_diabetes,20,0.7253,0.4741,0.6485
6,pima_diabetes,40,0.6993,0.4068,0.6
7,pima_diabetes,60,0.6798,0.37,0.5558
8,bc_coimbra,10,0.7409,0.6691,0.7736
9,bc_coimbra,20,0.7239,0.6455,0.7499
10,bc_coimbra,40,0.604,0.4964,0.66
11,bc_coimbra,60,0.6127,0.4818,0.5114
12,indian_liver,10,0.6927,0.8167,0.7697
13,indian_liver,20,0.6771,0.8407,0.7435
14,indian_liver,40,0.6753,0.877,0.7267
15,indian_liver,60,0.6978,0.9446,0.7207
16,parkinsons,10,0.7795,0.9115,0.827
17,parkinsons,20,0.8205,0.932,0.8609
18,parkinsons,40,0.7795,0.9662,0.792
19,parkinsons,60,0.759,0.9524,0.7799
20,mammographic_masses,10,0.8,0.8485,0.7664
21,mammographic_masses,20,0.7819,0.856,0.7384
22,mammographic_masses,40,0.7916,0.8709,0.7456
23,mammographic_masses,60,0.7747,0.8212,0.7472
24,hcv_egyptian,10,0.2484,0.2484,0.2484
25,hcv_egyptian,20,0.2505,0.2505,0.2505
26,hcv_egyptian,40,0.2325,0.2325,0.2325
27,hcv_egyptian,60,0.2419,0.2419,0.2419
28,thoracic_surgey,10,0.8447,0.0,0.0
29,thoracic_surgey,20,0.8319,0.0286,0.05
30,thoracic_surgey,40,0.8468,0.0,0.0
31,thoracic_surgey,60,0.8383,0.0143,0.04
