,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr0,wiscosin,10,0.0917,0.0133
1,lpr0,wiscosin,20,0.0897,0.0117
2,lpr0,wiscosin,40,0.081,0.0105
3,lpr0,wiscosin,60,0.0907,0.0096
4,lpr0,pima_diabetes,10,0.1155,0.0107
5,lpr0,pima_diabetes,20,0.1189,0.015
6,lpr0,pima_diabetes,40,0.1252,0.0142
7,lpr0,pima_diabetes,60,0.1279,0.0172
8,lpr0,bc_coimbra,10,0.1271,0.0331
9,lpr0,bc_coimbra,20,0.1329,0.0302
10,lpr0,bc_coimbra,40,0.1661,0.0573
11,lpr0,bc_coimbra,60,0.1548,0.0342
12,lpr0,indian_liver,10,0.0941,0.0236
13,lpr0,indian_liver,20,0.1009,0.0321
14,lpr0,indian_liver,40,0.0833,0.0222
15,lpr0,indian_liver,60,0.1155,0.0239
16,lpr0,parkinsons,10,0.105,0.0169
17,lpr0,parkinsons,20,0.1062,0.0083
18,lpr0,parkinsons,40,0.1206,0.016
19,lpr0,parkinsons,60,0.1268,0.0229
20,lpr0,mammographic_masses,10,0.1961,0.036
21,lpr0,mammographic_masses,20,0.2245,0.0553
22,lpr0,mammographic_masses,40,0.1896,0.0341
23,lpr0,mammographic_masses,60,0.2047,0.04
24,lpr0,hcv_egyptian,10,0.2972,0.022
25,lpr0,hcv_egyptian,20,0.3222,0.0167
26,lpr0,hcv_egyptian,40,0.3406,0.0159
27,lpr0,hcv_egyptian,60,0.318,0.0259
28,lpr0,thoracic_surgey,10,0.1325,0.0197
29,lpr0,thoracic_surgey,20,0.1378,0.0196
30,lpr0,thoracic_surgey,40,0.1396,0.0307
31,lpr0,thoracic_surgey,60,0.1367,0.0223
