,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr1,wiscosin,10,0.122,0.0139
1,lpr1,wiscosin,20,0.1129,0.0106
2,lpr1,wiscosin,40,0.1103,0.0126
3,lpr1,wiscosin,60,0.1205,0.014
4,lpr1,pima_diabetes,10,0.1175,0.0219
5,lpr1,pima_diabetes,20,0.1253,0.0264
6,lpr1,pima_diabetes,40,0.1211,0.0239
7,lpr1,pima_diabetes,60,0.1317,0.0287
8,lpr1,bc_coimbra,10,0.1826,0.076
9,lpr1,bc_coimbra,20,0.2062,0.0836
10,lpr1,bc_coimbra,40,0.1911,0.047
11,lpr1,bc_coimbra,60,0.1951,0.0448
12,lpr1,indian_liver,10,0.1017,0.0343
13,lpr1,indian_liver,20,0.1014,0.0282
14,lpr1,indian_liver,40,0.0983,0.0263
15,lpr1,indian_liver,60,0.0975,0.0229
16,lpr1,parkinsons,10,0.1375,0.0449
17,lpr1,parkinsons,20,0.1354,0.0337
18,lpr1,parkinsons,40,0.1386,0.0275
19,lpr1,parkinsons,60,0.1463,0.0222
20,lpr1,mammographic_masses,10,0.253,0.0348
21,lpr1,mammographic_masses,20,0.2676,0.0352
22,lpr1,mammographic_masses,40,0.2664,0.028
23,lpr1,mammographic_masses,60,0.2787,0.0199
24,lpr1,hcv_egyptian,10,0.3122,0.0105
25,lpr1,hcv_egyptian,20,0.3126,0.011
26,lpr1,hcv_egyptian,40,0.3154,0.0094
27,lpr1,hcv_egyptian,60,0.3144,0.0096
28,lpr1,thoracic_surgey,10,0.152,0.0307
29,lpr1,thoracic_surgey,20,0.16,0.0234
30,lpr1,thoracic_surgey,40,0.1737,0.0233
31,lpr1,thoracic_surgey,60,0.1651,0.0179
