,dataset,missing_rate,accuracy,recall,precision
0,wiscosin,10,0.9421,0.8825,0.9613
1,wiscosin,20,0.9191,0.8115,0.9658
2,wiscosin,40,0.833,0.5802,0.9539
3,wiscosin,60,0.7961,0.4721,0.9641
4,pima_diabetes,10,0.7435,0.5037,0.681
5,pima_diabetes,20,0.7188,0.418,0.6557
6,pima_diabetes,40,0.7201,0.3803,0.684
7,pima_diabetes,60,0.6927,0.313,0.6084
8,bc_coimbra,10,0.6645,0.5582,0.6743
9,bc_coimbra,20,0.6812,0.4236,0.8591
10,bc_coimbra,40,0.7076,0.5982,0.7143
11,bc_coimbra,60,0.6043,0.3545,0.5667
12,indian_liver,10,0.7046,0.8914,0.7489
13,indian_liver,20,0.7081,0.8987,0.7474
14,indian_liver,40,0.7098,0.9445,0.7299
15,indian_liver,60,0.6961,0.9253,0.7255
16,parkinsons,10,0.7897,0.9595,0.8061
17,parkinsons,20,0.8103,0.9389,0.8423
18,parkinsons,40,0.7487,0.9322,0.7802
19,parkinsons,60,0.7487,0.9524,0.7694
20,mammographic_masses,10,0.7916,0.8634,0.7478
21,mammographic_masses,20,0.7723,0.8809,0.7182
22,mammographic_masses,40,0.7265,0.8019,0.6997
23,mammographic_masses,60,0.6747,0.8131,0.6458
24,hcv_egyptian,10,0.2527,0.2527,0.2527
25,hcv_egyptian,20,0.244,0.244,0.244
26,hcv_egyptian,40,0.2693,0.2693,0.2693
27,hcv_egyptian,60,0.2318,0.2318,0.2318
28,thoracic_surgey,10,0.8511,0.0,0.0
29,thoracic_surgey,20,0.8468,0.0143,0.1
30,thoracic_surgey,40,0.8489,0.0286,0.1333
31,thoracic_surgey,60,0.8468,0.0143,0.2
