,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr1,wiscosin,10,0.1149,0.0131
1,lpr1,wiscosin,20,0.109,0.0109
2,lpr1,wiscosin,40,0.1042,0.0057
3,lpr1,wiscosin,60,0.1123,0.0096
4,lpr1,pima_diabetes,10,0.1297,0.0119
5,lpr1,pima_diabetes,20,0.1251,0.0082
6,lpr1,pima_diabetes,40,0.1277,0.0085
7,lpr1,pima_diabetes,60,0.1285,0.0059
8,lpr1,bc_coimbra,10,0.1626,0.1091
9,lpr1,bc_coimbra,20,0.1459,0.0316
10,lpr1,bc_coimbra,40,0.1426,0.05
11,lpr1,bc_coimbra,60,0.1373,0.0449
12,lpr1,indian_liver,10,0.1177,0.0066
13,lpr1,indian_liver,20,0.1226,0.012
14,lpr1,indian_liver,40,0.1178,0.0132
15,lpr1,indian_liver,60,0.1217,0.0091
16,lpr1,parkinsons,10,0.1279,0.032
17,lpr1,parkinsons,20,0.1326,0.0289
18,lpr1,parkinsons,40,0.1363,0.0311
19,lpr1,parkinsons,60,0.1556,0.0524
20,lpr1,mammographic_masses,10,0.2763,0.0073
21,lpr1,mammographic_masses,20,0.2714,0.0128
22,lpr1,mammographic_masses,40,0.2676,0.0052
23,lpr1,mammographic_masses,60,0.2739,0.0051
24,lpr1,hcv_egyptian,10,0.3155,0.0074
25,lpr1,hcv_egyptian,20,0.3166,0.0051
26,lpr1,hcv_egyptian,40,0.3156,0.0055
27,lpr1,hcv_egyptian,60,0.3174,0.005
28,lpr1,thoracic_surgey,10,0.1539,0.0246
29,lpr1,thoracic_surgey,20,0.1479,0.0133
30,lpr1,thoracic_surgey,40,0.1471,0.0164
31,lpr1,thoracic_surgey,60,0.1426,0.0136
