,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr0,wiscosin,10,0.0916,0.0183
1,lpr0,wiscosin,20,0.1066,0.0254
2,lpr0,wiscosin,40,0.1069,0.0113
3,lpr0,wiscosin,60,0.1005,0.0059
4,lpr0,pima_diabetes,10,0.1211,0.0227
5,lpr0,pima_diabetes,20,0.132,0.0122
6,lpr0,pima_diabetes,40,0.1262,0.0109
7,lpr0,pima_diabetes,60,0.1241,0.007
8,lpr0,bc_coimbra,10,0.1703,0.034
9,lpr0,bc_coimbra,20,0.2174,0.0772
10,lpr0,bc_coimbra,40,0.1401,0.0271
11,lpr0,bc_coimbra,60,0.1642,0.0516
12,lpr0,indian_liver,10,0.1121,0.0201
13,lpr0,indian_liver,20,0.1143,0.0112
14,lpr0,indian_liver,40,0.1116,0.0154
15,lpr0,indian_liver,60,0.1131,0.0089
16,lpr0,parkinsons,10,0.1323,0.0372
17,lpr0,parkinsons,20,0.1156,0.026
18,lpr0,parkinsons,40,0.1377,0.0332
19,lpr0,parkinsons,60,0.1393,0.0314
20,lpr0,mammographic_masses,10,0.228,0.0379
21,lpr0,mammographic_masses,20,0.2448,0.0156
22,lpr0,mammographic_masses,40,0.2489,0.0177
23,lpr0,mammographic_masses,60,0.2553,0.0119
24,lpr0,hcv_egyptian,10,0.3122,0.0066
25,lpr0,hcv_egyptian,20,0.3122,0.0125
26,lpr0,hcv_egyptian,40,0.3212,0.0061
27,lpr0,hcv_egyptian,60,0.3169,0.0062
28,lpr0,thoracic_surgey,10,0.1286,0.0291
29,lpr0,thoracic_surgey,20,0.1277,0.0218
30,lpr0,thoracic_surgey,40,0.1375,0.0113
31,lpr0,thoracic_surgey,60,0.1418,0.0104
