,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr3,wiscosin,10,0.12,0.0083
1,lpr3,wiscosin,20,0.1164,0.0084
2,lpr3,wiscosin,40,0.1157,0.0075
3,lpr3,wiscosin,60,0.1165,0.0081
4,lpr3,pima_diabetes,10,0.1785,0.0216
5,lpr3,pima_diabetes,20,0.1655,0.015
6,lpr3,pima_diabetes,40,0.1665,0.0155
7,lpr3,pima_diabetes,60,0.1694,0.0115
8,lpr3,bc_coimbra,10,0.1555,0.0417
9,lpr3,bc_coimbra,20,0.1694,0.0239
10,lpr3,bc_coimbra,40,0.1914,0.0363
11,lpr3,bc_coimbra,60,0.1882,0.0397
12,lpr3,indian_liver,10,0.1813,0.0161
13,lpr3,indian_liver,20,0.1674,0.0067
14,lpr3,indian_liver,40,0.1675,0.0043
15,lpr3,indian_liver,60,0.1523,0.0053
16,lpr3,parkinsons,10,0.1437,0.0177
17,lpr3,parkinsons,20,0.1537,0.0264
18,lpr3,parkinsons,40,0.1574,0.0177
19,lpr3,parkinsons,60,0.1683,0.0149
20,lpr3,mammographic_masses,10,0.1957,0.0041
21,lpr3,mammographic_masses,20,0.1962,0.0086
22,lpr3,mammographic_masses,40,0.1991,0.0087
23,lpr3,mammographic_masses,60,0.2209,0.0104
24,lpr3,hcv_egyptian,10,0.3983,0.0062
25,lpr3,hcv_egyptian,20,0.4007,0.0075
26,lpr3,hcv_egyptian,40,0.4166,0.0068
27,lpr3,hcv_egyptian,60,0.4253,0.0049
28,lpr3,thoracic_surgey,10,0.1669,0.0086
29,lpr3,thoracic_surgey,20,0.1747,0.0068
30,lpr3,thoracic_surgey,40,0.1721,0.0113
31,lpr3,thoracic_surgey,60,0.1709,0.0135
