,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr2,wiscosin,10,0.1217,0.0087
1,lpr2,wiscosin,20,0.1172,0.0088
2,lpr2,wiscosin,40,0.1158,0.0068
3,lpr2,wiscosin,60,0.1172,0.0072
4,lpr2,pima_diabetes,10,0.1765,0.0193
5,lpr2,pima_diabetes,20,0.1681,0.021
6,lpr2,pima_diabetes,40,0.1652,0.0136
7,lpr2,pima_diabetes,60,0.1685,0.0098
8,lpr2,bc_coimbra,10,0.172,0.0281
9,lpr2,bc_coimbra,20,0.1762,0.0141
10,lpr2,bc_coimbra,40,0.1804,0.0258
11,lpr2,bc_coimbra,60,0.2036,0.0385
12,lpr2,indian_liver,10,0.1877,0.0142
13,lpr2,indian_liver,20,0.1749,0.0067
14,lpr2,indian_liver,40,0.1701,0.0082
15,lpr2,indian_liver,60,0.1564,0.0059
16,lpr2,parkinsons,10,0.149,0.0229
17,lpr2,parkinsons,20,0.154,0.026
18,lpr2,parkinsons,40,0.1623,0.0217
19,lpr2,parkinsons,60,0.171,0.0193
20,lpr2,mammographic_masses,10,0.2051,0.0135
21,lpr2,mammographic_masses,20,0.2001,0.0096
22,lpr2,mammographic_masses,40,0.2089,0.0105
23,lpr2,mammographic_masses,60,0.23,0.009
24,lpr2,hcv_egyptian,10,0.3994,0.0107
25,lpr2,hcv_egyptian,20,0.406,0.0076
26,lpr2,hcv_egyptian,40,0.418,0.0032
27,lpr2,hcv_egyptian,60,0.4282,0.0037
28,lpr2,thoracic_surgey,10,0.1684,0.0157
29,lpr2,thoracic_surgey,20,0.1723,0.0096
30,lpr2,thoracic_surgey,40,0.1725,0.011
31,lpr2,thoracic_surgey,60,0.1732,0.014
