,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr0,wiscosin,10,0.1177,0.0182
1,lpr0,wiscosin,20,0.1111,0.0064
2,lpr0,wiscosin,40,0.1122,0.0098
3,lpr0,wiscosin,60,0.1106,0.0067
4,lpr0,pima_diabetes,10,0.1271,0.0205
5,lpr0,pima_diabetes,20,0.132,0.0158
6,lpr0,pima_diabetes,40,0.1296,0.0098
7,lpr0,pima_diabetes,60,0.1272,0.006
8,lpr0,bc_coimbra,10,0.1573,0.059
9,lpr0,bc_coimbra,20,0.117,0.0249
10,lpr0,bc_coimbra,40,0.1459,0.0485
11,lpr0,bc_coimbra,60,0.1477,0.042
12,lpr0,indian_liver,10,0.115,0.0095
13,lpr0,indian_liver,20,0.116,0.0172
14,lpr0,indian_liver,40,0.1152,0.0087
15,lpr0,indian_liver,60,0.1191,0.0087
16,lpr0,parkinsons,10,0.1426,0.0504
17,lpr0,parkinsons,20,0.1514,0.0713
18,lpr0,parkinsons,40,0.1348,0.0359
19,lpr0,parkinsons,60,0.1365,0.0287
20,lpr0,mammographic_masses,10,0.2593,0.0205
21,lpr0,mammographic_masses,20,0.2728,0.0115
22,lpr0,mammographic_masses,40,0.2741,0.0146
23,lpr0,mammographic_masses,60,0.2722,0.0083
24,lpr0,hcv_egyptian,10,0.3143,0.0064
25,lpr0,hcv_egyptian,20,0.3145,0.0066
26,lpr0,hcv_egyptian,40,0.3165,0.0039
27,lpr0,hcv_egyptian,60,0.3176,0.0048
28,lpr0,thoracic_surgey,10,0.1539,0.0293
29,lpr0,thoracic_surgey,20,0.1509,0.0169
30,lpr0,thoracic_surgey,40,0.1445,0.0159
31,lpr0,thoracic_surgey,60,0.1437,0.0114
