,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr8,wiscosin,10,0.1112,0.013
1,lpr8,wiscosin,20,0.1009,0.018
2,lpr8,wiscosin,40,0.1018,0.0095
3,lpr8,wiscosin,60,0.0984,0.01
4,lpr8,pima_diabetes,10,0.1356,0.0189
5,lpr8,pima_diabetes,20,0.1285,0.0086
6,lpr8,pima_diabetes,40,0.1233,0.0061
7,lpr8,pima_diabetes,60,0.1252,0.0093
8,lpr8,bc_coimbra,10,0.1537,0.0342
9,lpr8,bc_coimbra,20,0.1655,0.023
10,lpr8,bc_coimbra,40,0.1576,0.0314
11,lpr8,bc_coimbra,60,0.1633,0.0304
12,lpr8,indian_liver,10,0.1166,0.0225
13,lpr8,indian_liver,20,0.1149,0.019
14,lpr8,indian_liver,40,0.1198,0.012
15,lpr8,indian_liver,60,0.1125,0.0089
16,lpr8,parkinsons,10,0.1192,0.0331
17,lpr8,parkinsons,20,0.1262,0.023
18,lpr8,parkinsons,40,0.1362,0.0347
19,lpr8,parkinsons,60,0.1413,0.0284
20,lpr8,mammographic_masses,10,0.2597,0.04
21,lpr8,mammographic_masses,20,0.2508,0.0098
22,lpr8,mammographic_masses,40,0.2439,0.023
23,lpr8,mammographic_masses,60,0.2433,0.0118
24,lpr8,hcv_egyptian,10,0.3134,0.0091
25,lpr8,hcv_egyptian,20,0.3174,0.0057
26,lpr8,hcv_egyptian,40,0.3139,0.0048
27,lpr8,hcv_egyptian,60,0.3165,0.0034
28,lpr8,thoracic_surgey,10,0.1333,0.0191
29,lpr8,thoracic_surgey,20,0.1282,0.0109
30,lpr8,thoracic_surgey,40,0.1325,0.0049
31,lpr8,thoracic_surgey,60,0.1448,0.011
