,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,lpr3,wiscosin,10,0.1227,0.011
1,lpr3,wiscosin,20,0.1181,0.0083
2,lpr3,wiscosin,40,0.116,0.0075
3,lpr3,wiscosin,60,0.1162,0.0068
4,lpr3,pima_diabetes,10,0.1787,0.0119
5,lpr3,pima_diabetes,20,0.1642,0.0152
6,lpr3,pima_diabetes,40,0.1625,0.0105
7,lpr3,pima_diabetes,60,0.1667,0.0097
8,lpr3,bc_coimbra,10,0.1738,0.031
9,lpr3,bc_coimbra,20,0.1773,0.0158
10,lpr3,bc_coimbra,40,0.1686,0.0142
11,lpr3,bc_coimbra,60,0.1886,0.0252
12,lpr3,indian_liver,10,0.1813,0.0149
13,lpr3,indian_liver,20,0.1737,0.004
14,lpr3,indian_liver,40,0.1666,0.0087
15,lpr3,indian_liver,60,0.1526,0.0066
16,lpr3,parkinsons,10,0.1429,0.0198
17,lpr3,parkinsons,20,0.1527,0.0262
18,lpr3,parkinsons,40,0.1587,0.0215
19,lpr3,parkinsons,60,0.1685,0.0212
20,lpr3,mammographic_masses,10,0.1885,0.0148
21,lpr3,mammographic_masses,20,0.1905,0.009
22,lpr3,mammographic_masses,40,0.1988,0.01
23,lpr3,mammographic_masses,60,0.225,0.0092
24,lpr3,hcv_egyptian,10,0.4014,0.0127
25,lpr3,hcv_egyptian,20,0.4051,0.0068
26,lpr3,hcv_egyptian,40,0.4169,0.004
27,lpr3,hcv_egyptian,60,0.4249,0.0028
28,lpr3,thoracic_surgey,10,0.1704,0.007
29,lpr3,thoracic_surgey,20,0.1722,0.0055
30,lpr3,thoracic_surgey,40,0.1701,0.0079
31,lpr3,thoracic_surgey,60,0.1726,0.0128
